	Leafname	GenbkID	KS_index	ClusterID	Clade
2390	CHFC01000020|c1|47669-56167|+|ERS012306_04912|multifunctional_polyketide-peptide_syntase|CPG18717|910-1354|KS1|KS1	CHFC01000020	KS1	c1	Clade_2
2391	CHFC01000020|c1|61701-74105|+|ERS012306_04918|polyketide_synthase|CPG18958|171-593|KS1|KS2	CHFC01000020	KS2	c1	clade_not_conserved
2392	CHFC01000020|c1|61701-74105|+|ERS012306_04918|polyketide_synthase|CPG18958|2186-2598|KS2|KS3	CHFC01000020	KS3	c1	Clade_47
2393	CHFD01000021|c1|47682-56189|+|ERS013348_04944|multifunctional_polyketide-peptide_syntase|CPH05309|910-1354|KS1|KS1	CHFD01000021	KS1	c1	Clade_2
2394	CHFD01000021|c1|61714-74091|+|ERS013348_04951|polyketide_synthase|CPH05536|171-593|KS1|KS2	CHFD01000021	KS2	c1	clade_not_conserved
2395	CHFD01000021|c1|61714-74091|+|ERS013348_04951|polyketide_synthase|CPH05536|2180-2592|KS2|KS3	CHFD01000021	KS3	c1	Clade_47
2396	CHFD01000022|c1|17323-34836|+|ERS013348_04992|polyketide_synthase|CPH07357|2325-2754|KS2|KS5	CHFD01000022	KS5	c1	Clade_62
2397	CHFD01000022|c1|17323-34836|+|ERS013348_04992|polyketide_synthase|CPH07357|3361-3782|KS3|KS6	CHFD01000022	KS6	c1	Clade_82
2398	CHFD01000022|c1|17323-34836|+|ERS013348_04992|polyketide_synthase|CPH07357|5108-5498|KS4|KS7	CHFD01000022	KS7	c1	Clade_80
2399	CHFD01000022|c1|17323-34836|+|ERS013348_04992|polyketide_synthase|CPH07357|834-1255|KS1|KS4	CHFD01000022	KS4	c1	Clade_82
2400	CHFD01000022|c1|34833-49889|+|ERS013348_04993|putative_polyketide_synthase_PksJ|CPH07385|1175-1600|KS1|KS8	CHFD01000022	KS8	c1	clade_not_conserved
2401	CHFD01000022|c1|34833-49889|+|ERS013348_04993|putative_polyketide_synthase_PksJ|CPH07385|2724-3162|KS2|KS9	CHFD01000022	KS9	c1	Clade_12
2402	CHFD01000022|c1|3627-17333|+|ERS013348_04991|polyketide_synthase|CPH07318|3154-3583|KS2|KS2	CHFD01000022	KS2	c1	Clade_60
2403	CHFD01000022|c1|3627-17333|+|ERS013348_04991|polyketide_synthase|CPH07318|4026-4457|KS3|KS3	CHFD01000022	KS3	c1	Clade_54
2404	CHFD01000022|c1|3627-17333|+|ERS013348_04991|polyketide_synthase|CPH07318|797-1221|KS1|KS1	CHFD01000022	KS1	c1	Clade_8
2405	CHFD01000022|c1|49873-54525|+|ERS013348_04994|polyketide_synthase|CPH07416|944-1372|KS1|KS10	CHFD01000022	KS10	c1	Clade_60
2406	CHFE01000004|c2|228410-229654||ERS012349_01243|polyketide_beta-ketoacylacyl_carrier_protein_synthase|CPH40579|9-414|KS1|KS1b	CHFE01000004	KS1b	c2	Clade_89
2407	CHFE01000004|c2|237775-251541|+|ERS012349_01251|polyketide_synthase|CPH40846|3174-3603|KS2|KS2	CHFE01000004	KS2	c2	Clade_60
2408	CHFE01000004|c2|237775-251541|+|ERS012349_01251|polyketide_synthase|CPH40846|4046-4477|KS3|KS3	CHFE01000004	KS3	c2	Clade_54
2409	CHFE01000004|c2|237775-251541|+|ERS012349_01251|polyketide_synthase|CPH40846|797-1221|KS1|KS1	CHFE01000004	KS1	c2	Clade_8
2410	CHFE01000004|c2|251531-269284|+|ERS012349_01252|polyketide_synthase|CPH40885|2374-2803|KS2|KS5	CHFE01000004	KS5	c2	Clade_62
2411	CHFE01000004|c2|251531-269284|+|ERS012349_01252|polyketide_synthase|CPH40885|3432-3853|KS3|KS6	CHFE01000004	KS6	c2	Clade_82
2412	CHFE01000004|c2|251531-269284|+|ERS012349_01252|polyketide_synthase|CPH40885|5170-5560|KS4|KS7	CHFE01000004	KS7	c2	Clade_80
2413	CHFE01000004|c2|251531-269284|+|ERS012349_01252|polyketide_synthase|CPH40885|881-1302|KS1|KS4	CHFE01000004	KS4	c2	Clade_82
2414	CHFE01000004|c2|269281-284400|+|ERS012349_01253|putative_polyketide_synthase_PksJ|CPH40922|1175-1600|KS1|KS8	CHFE01000004	KS8	c2	clade_not_conserved
2415	CHFE01000004|c2|269281-284400|+|ERS012349_01253|putative_polyketide_synthase_PksJ|CPH40922|2727-3165|KS2|KS9	CHFE01000004	KS9	c2	Clade_12
2416	CHFE01000004|c2|284384-289036|+|ERS012349_01254|polyketide_synthase|CPH40960|944-1372|KS1|KS10	CHFE01000004	KS10	c2	Clade_60
2417	CHFE01000026|c1|22352-34756||ERS012349_04741|polyketide_synthase|CPI71625|171-593|KS1|KS2	CHFE01000026	KS2	c1	clade_not_conserved
2418	CHFE01000026|c1|22352-34756||ERS012349_04741|polyketide_synthase|CPI71625|2186-2598|KS2|KS3	CHFE01000026	KS3	c1	Clade_47
2419	CHFE01000026|c1|40258-48756||ERS012349_04747|multifunctional_polyketide-peptide_syntase|CPI71906|910-1354|KS1|KS1	CHFE01000026	KS1	c1	Clade_2
2420	CHFI01000018|c1|108901-126477||ERS012376_04864|polyketide_synthase|CPI71288|2339-2768|KS2|KS5	CHFI01000018	KS5	c1	Clade_62
2421	CHFI01000018|c1|108901-126477||ERS012376_04864|polyketide_synthase|CPI71288|3384-3805|KS3|KS6	CHFI01000018	KS6	c1	Clade_82
2422	CHFI01000018|c1|108901-126477||ERS012376_04864|polyketide_synthase|CPI71288|5129-5519|KS4|KS7	CHFI01000018	KS7	c1	Clade_80
2423	CHFI01000018|c1|108901-126477||ERS012376_04864|polyketide_synthase|CPI71288|847-1268|KS1|KS4	CHFI01000018	KS4	c1	Clade_82
2424	CHFI01000018|c1|126467-140224||ERS012376_04865|polyketide_synthase%2C_type_I|CPI71326|3173-3602|KS2|KS2	CHFI01000018	KS2	c1	Clade_60
2425	CHFI01000018|c1|126467-140224||ERS012376_04865|polyketide_synthase%2C_type_I|CPI71326|4043-4474|KS3|KS3	CHFI01000018	KS3	c1	Clade_54
2426	CHFI01000018|c1|126467-140224||ERS012376_04865|polyketide_synthase%2C_type_I|CPI71326|797-1221|KS1|KS1	CHFI01000018	KS1	c1	Clade_8
2427	CHFI01000018|c1|89155-93846||ERS012376_04862|polyketide_synthase|CPI71209|958-1386|KS1|KS10	CHFI01000018	KS10	c1	Clade_60
2428	CHFI01000018|c1|93830-108904||ERS012376_04863|putative_polyketide_synthase_PksJ|CPI71247|1175-1600|KS1|KS8	CHFI01000018	KS8	c1	clade_not_conserved
2429	CHFI01000018|c1|93830-108904||ERS012376_04863|putative_polyketide_synthase_PksJ|CPI71247|2718-3156|KS2|KS9	CHFI01000018	KS9	c1	Clade_12
2430	CHFI01000020|c1|44528-56893||ERS012376_05010|polyketide_synthase|CPI77666|171-593|KS1|KS2	CHFI01000020	KS2	c1	clade_not_conserved
2431	CHFI01000020|c1|44528-56893||ERS012376_05010|polyketide_synthase|CPI77666|2180-2592|KS2|KS3	CHFI01000020	KS3	c1	Clade_47
2432	CHFI01000020|c1|62424-70913||ERS012376_05016|multifunctional_polyketide-peptide_syntase|CPI77887|910-1354|KS1|KS1	CHFI01000020	KS1	c1	Clade_2
2433	CHKR01000002|c4|579132-580376||ERS013357_01186|polyketide_beta-ketoacylacyl_carrier_protein_synthase|CPE55295|9-414|KS1|KS1b	CHKR01000002	KS1b	c4	Clade_89
2434	CHKR01000002|c4|589710-603353|+|ERS013357_01195|polyketide_synthase%2C_type_I|CPE55590|3169-3598|KS2|KS2	CHKR01000002	KS2	c4	Clade_60
2435	CHKR01000002|c4|589710-603353|+|ERS013357_01195|polyketide_synthase%2C_type_I|CPE55590|4005-4436|KS3|KS3	CHKR01000002	KS3	c4	Clade_54
2436	CHKR01000002|c4|589710-603353|+|ERS013357_01195|polyketide_synthase%2C_type_I|CPE55590|797-1221|KS1|KS1	CHKR01000002	KS1	c4	Clade_8
2437	CHKR01000002|c4|603343-621192|+|ERS013357_01196|polyketide_synthase|CPE55632|2334-2763|KS2|KS5	CHKR01000002	KS5	c4	Clade_62
2438	CHKR01000002|c4|603343-621192|+|ERS013357_01196|polyketide_synthase|CPE55632|3458-3879|KS3|KS6	CHKR01000002	KS6	c4	Clade_82
2439	CHKR01000002|c4|603343-621192|+|ERS013357_01196|polyketide_synthase|CPE55632|5202-5592|KS4|KS7	CHKR01000002	KS7	c4	Clade_80
2440	CHKR01000002|c4|603343-621192|+|ERS013357_01196|polyketide_synthase|CPE55632|845-1266|KS1|KS4	CHKR01000002	KS4	c4	Clade_82
2441	CHKR01000002|c4|621189-636377|+|ERS013357_01197|polyketide_synthase|CPE55667|1175-1600|KS1|KS8	CHKR01000002	KS8	c4	clade_not_conserved
2442	CHKR01000002|c4|621189-636377|+|ERS013357_01197|polyketide_synthase|CPE55667|2762-3200|KS2|KS9	CHKR01000002	KS9	c4	Clade_12
2443	CHKR01000002|c4|636361-641046|+|ERS013357_01198|polyketide_synthase|CPE55703|955-1383|KS1|KS10	CHKR01000002	KS10	c4	Clade_60
2444	CHKR01000019|c1|47716-56214|+|ERS013357_04525|multifunctional_polyketide-peptide_syntase|CPF88533|910-1354|KS1|KS1	CHKR01000019	KS1	c1	Clade_2
2445	CHKR01000019|c1|61849-74259|+|ERS013357_04531|polyketide_synthase|CPF88787|171-593|KS1|KS2	CHKR01000019	KS2	c1	clade_not_conserved
2446	CHKR01000019|c1|61849-74259|+|ERS013357_04531|polyketide_synthase|CPF88787|2195-2607|KS2|KS3	CHKR01000019	KS3	c1	Clade_47
2447	CHKS01000004|c2|256334-257578||ERS012310_02094|polyketide_beta-ketoacylacyl_carrier_protein_synthase|CPF90462|9-414|KS1|KS1b	CHKS01000004	KS1b	c2	Clade_89
2448	CHKS01000004|c2|265496-279214|+|ERS012310_02102|polyketide_synthase|CPF90807|3146-3575|KS2|KS2	CHKS01000004	KS2	c2	Clade_60
2449	CHKS01000004|c2|265496-279214|+|ERS012310_02102|polyketide_synthase|CPF90807|4030-4461|KS3|KS3	CHKS01000004	KS3	c2	Clade_54
2450	CHKS01000004|c2|265496-279214|+|ERS012310_02102|polyketide_synthase|CPF90807|797-1221|KS1|KS1	CHKS01000004	KS1	c2	Clade_8
2451	CHKS01000004|c2|279204-297086|+|ERS012310_02103|putative_polyketide_synthase_PksL|CPF90841|2389-2818|KS2|KS5	CHKS01000004	KS5	c2	Clade_62
2452	CHKS01000004|c2|279204-297086|+|ERS012310_02103|putative_polyketide_synthase_PksL|CPF90841|3463-3884|KS3|KS6	CHKS01000004	KS6	c2	Clade_82
2453	CHKS01000004|c2|279204-297086|+|ERS012310_02103|putative_polyketide_synthase_PksL|CPF90841|5207-5597|KS4|KS7	CHKS01000004	KS7	c2	Clade_80
2454	CHKS01000004|c2|279204-297086|+|ERS012310_02103|putative_polyketide_synthase_PksL|CPF90841|894-1315|KS1|KS4	CHKS01000004	KS4	c2	Clade_82
2455	CHKS01000004|c2|297083-312244|+|ERS012310_02104|polyketide_synthase|CPF90879|1175-1600|KS1|KS8	CHKS01000004	KS8	c2	clade_not_conserved
2456	CHKS01000004|c2|297083-312244|+|ERS012310_02104|polyketide_synthase|CPF90879|2732-3170|KS2|KS9	CHKS01000004	KS9	c2	Clade_12
2457	CHKS01000004|c2|312228-316889|+|ERS012310_02105|polyketide_synthase|CPF90912|947-1375|KS1|KS10	CHKS01000004	KS10	c2	Clade_60
2458	CHKS01000018|c1|45816-58220||ERS012310_04641|polyketide_synthase|CPH07710|171-593|KS1|KS2	CHKS01000018	KS2	c1	clade_not_conserved
2459	CHKS01000018|c1|45816-58220||ERS012310_04641|polyketide_synthase|CPH07710|2186-2598|KS2|KS3	CHKS01000018	KS3	c1	Clade_47
2460	CHKS01000018|c1|63753-72251||ERS012310_04647|multifunctional_polyketide-peptide_syntase|CPH07916|910-1354|KS1|KS1	CHKS01000018	KS1	c1	Clade_2
2461	CHKY01000004|c1|47641-56178|+|ERS008810_01333|multifunctional_polyketide-peptide_syntase|CPM42185|917-1361|KS1|KS1	CHKY01000004	KS1	c1	Clade_2
2462	CHKY01000004|c1|61702-74088|+|ERS008810_01339|polyketide_synthase|CPM42383|171-593|KS1|KS2	CHKY01000004	KS2	c1	clade_not_conserved
2463	CHKY01000004|c1|61702-74088|+|ERS008810_01339|polyketide_synthase|CPM42383|2180-2592|KS2|KS3	CHKY01000004	KS3	c1	Clade_47
2464	CHKY01000018|c1|17340-34736|+|ERS008810_04252|polyketide_synthase|CPN37947|2322-2751|KS2|KS5	CHKY01000018	KS5	c1	Clade_62
2465	CHKY01000018|c1|17340-34736|+|ERS008810_04252|polyketide_synthase|CPN37947|3338-3759|KS3|KS6	CHKY01000018	KS6	c1	Clade_82
2466	CHKY01000018|c1|17340-34736|+|ERS008810_04252|polyketide_synthase|CPN37947|5075-5465|KS4|KS7	CHKY01000018	KS7	c1	Clade_80
2467	CHKY01000018|c1|17340-34736|+|ERS008810_04252|polyketide_synthase|CPN37947|831-1252|KS1|KS4	CHKY01000018	KS4	c1	Clade_82
2468	CHKY01000018|c1|34733-49816|+|ERS008810_04253|putative_polyketide_synthase_PksJ|CPN37979|1175-1600|KS1|KS8	CHKY01000018	KS8	c1	clade_not_conserved
2469	CHKY01000018|c1|34733-49816|+|ERS008810_04253|putative_polyketide_synthase_PksJ|CPN37979|2718-3156|KS2|KS9	CHKY01000018	KS9	c1	Clade_12
2470	CHKY01000018|c1|3671-17350|+|ERS008810_04251|polyketide_synthase%2C_type_I|CPN37902|3153-3582|KS2|KS2	CHKY01000018	KS2	c1	Clade_60
2471	CHKY01000018|c1|3671-17350|+|ERS008810_04251|polyketide_synthase%2C_type_I|CPN37902|4017-4448|KS3|KS3	CHKY01000018	KS3	c1	Clade_54
2472	CHKY01000018|c1|3671-17350|+|ERS008810_04251|polyketide_synthase%2C_type_I|CPN37902|797-1221|KS1|KS1	CHKY01000018	KS1	c1	Clade_8
2473	CHKY01000018|c1|49800-54491|+|ERS008810_04254|polyketide_synthase|CPN38019|958-1386|KS1|KS10	CHKY01000018	KS10	c1	Clade_60
2474	CHTU01000001|c2|131398-139026||ERS020695_00143|putative_hybrid_nonribosomal_peptide_synthetase_polyketide_synthase|COM74655|1530-1947|KS2|KS16	CHTU01000001	KS16	c2	Clade_33
2475	CHTU01000001|c2|131398-139026||ERS020695_00143|putative_hybrid_nonribosomal_peptide_synthetase_polyketide_synthase|COM74655|530-961|KS1|KS15	CHTU01000001	KS15	c2	Clade_72
2476	CHTU01000001|c2|139041-155588||ERS020695_00144|putative_PKS_biosynthesis_protein|COM74686|1119-1544|KS1|KS12	CHTU01000001	KS12	c2	Clade_1
2477	CHTU01000001|c2|139041-155588||ERS020695_00144|putative_PKS_biosynthesis_protein|COM74686|2606-3041|KS2|KS13	CHTU01000001	KS13	c2	Clade_12
2478	CHTU01000001|c2|139041-155588||ERS020695_00144|putative_PKS_biosynthesis_protein|COM74686|4106-4540|KS3|KS14	CHTU01000001	KS14	c2	Clade_12
2479	CHTU01000001|c2|155578-168372||ERS020695_00145|putative_PKS_biosynthesis_protein|COM74751|2324-2738|KS2|KS10	CHTU01000001	KS10	c2	Clade_47
2480	CHTU01000001|c2|155578-168372||ERS020695_00145|putative_PKS_biosynthesis_protein|COM74751|3534-3948|KS3|KS11	CHTU01000001	KS11	c2	Clade_79
2481	CHTU01000001|c2|155578-168372||ERS020695_00145|putative_PKS_biosynthesis_protein|COM74751|400-837|KS1|KS9	CHTU01000001	KS9	c2	Clade_69
2482	CHTU01000001|c2|168388-181992||ERS020695_00146|putative_PKS_biosynthesis_protein|COM74780|1925-2363|KS2|KS6	CHTU01000001	KS6	c2	Clade_64
2483	CHTU01000001|c2|168388-181992||ERS020695_00146|putative_PKS_biosynthesis_protein|COM74780|2872-3292|KS3|KS7	CHTU01000001	KS7	c2	Clade_82
2484	CHTU01000001|c2|168388-181992||ERS020695_00146|putative_PKS_biosynthesis_protein|COM74780|4081-4483|KS4|KS8	CHTU01000001	KS8	c2	Clade_3
2485	CHTU01000001|c2|168388-181992||ERS020695_00146|putative_PKS_biosynthesis_protein|COM74780|432-869|KS1|KS5	CHTU01000001	KS5	c2	Clade_69
2486	CHTU01000001|c2|181994-197128||ERS020695_00147|putative_PKS_biosynthesis_protein|COM74816|1763-2188|KS1|KS2	CHTU01000001	KS2	c2	Clade_1
2487	CHTU01000001|c2|181994-197128||ERS020695_00147|putative_PKS_biosynthesis_protein|COM74816|3343-3782|KS2|KS3	CHTU01000001	KS3	c2	Clade_12
2488	CHTU01000001|c2|181994-197128||ERS020695_00147|putative_PKS_biosynthesis_protein|COM74816|4592-4995|KS3|KS4	CHTU01000001	KS4	c2	Clade_3
2489	CHTU01000001|c2|199994-201241||ERS020695_00151|3-oxoacyl-ACP_synthase_II|COM74966|9-409|KS1|KS1	CHTU01000001	KS1	c2	clade_not_conserved
2490	CIAS01000006|c1|109376-127240||ERS013351_02656|putative_polyketide_synthase_PksL|CPG11012|2384-2813|KS2|KS5	CIAS01000006	KS5	c1	Clade_62
2491	CIAS01000006|c1|109376-127240||ERS013351_02656|putative_polyketide_synthase_PksL|CPG11012|3464-3885|KS3|KS6	CIAS01000006	KS6	c1	Clade_82
2492	CIAS01000006|c1|109376-127240||ERS013351_02656|putative_polyketide_synthase_PksL|CPG11012|5207-5597|KS4|KS7	CIAS01000006	KS7	c1	Clade_80
2493	CIAS01000006|c1|109376-127240||ERS013351_02656|putative_polyketide_synthase_PksL|CPG11012|891-1312|KS1|KS4	CIAS01000006	KS4	c1	Clade_82
2494	CIAS01000006|c1|127230-141011||ERS013351_02657|polyketide_synthase|CPG11054|3146-3575|KS2|KS2	CIAS01000006	KS2	c1	Clade_60
2495	CIAS01000006|c1|127230-141011||ERS013351_02657|polyketide_synthase|CPG11054|4051-4482|KS3|KS3	CIAS01000006	KS3	c1	Clade_54
2496	CIAS01000006|c1|127230-141011||ERS013351_02657|polyketide_synthase|CPG11054|797-1221|KS1|KS1	CIAS01000006	KS1	c1	Clade_8
2497	CIAS01000006|c1|148929-150173|+|ERS013351_02665|polyketide_beta-ketoacylacyl_carrier_protein_synthase|CPG11486|9-414|KS1|KS1b	CIAS01000006	KS1b	c1	Clade_89
2498	CIAS01000006|c1|89582-94234||ERS013351_02654|polyketide_synthase|CPG10908|944-1372|KS1|KS10	CIAS01000006	KS10	c1	Clade_60
2499	CIAS01000006|c1|94218-109379||ERS013351_02655|putative_polyketide_synthase_PksJ|CPG10950|1175-1600|KS1|KS8	CIAS01000006	KS8	c1	clade_not_conserved
2500	CIAS01000006|c1|94218-109379||ERS013351_02655|putative_polyketide_synthase_PksJ|CPG10950|2732-3170|KS2|KS9	CIAS01000006	KS9	c1	Clade_12
2501	CIAS01000020|c1|47690-56188|+|ERS013351_05297|multifunctional_polyketide-peptide_syntase|CPH28537|910-1354|KS1|KS1	CIAS01000020	KS1	c1	Clade_2
2502	CIAS01000020|c1|61718-74119|+|ERS013351_05304|polyketide_synthase|CPH28791|171-593|KS1|KS2	CIAS01000020	KS2	c1	clade_not_conserved
2503	CIAS01000020|c1|61718-74119|+|ERS013351_05304|polyketide_synthase|CPH28791|2186-2598|KS2|KS3	CIAS01000020	KS3	c1	Clade_47
2504	CIAU01000004|c2|256144-257388||ERS012311_02048|polyketide_beta-ketoacylacyl_carrier_protein_synthase|CPF03159|9-414|KS1|KS1b	CIAU01000004	KS1b	c2	Clade_89
2505	CIAU01000004|c2|265306-279024|+|ERS012311_02056|polyketide_synthase|CPF03384|3146-3575|KS2|KS2	CIAU01000004	KS2	c2	Clade_60
2506	CIAU01000004|c2|265306-279024|+|ERS012311_02056|polyketide_synthase|CPF03384|4030-4461|KS3|KS3	CIAU01000004	KS3	c2	Clade_54
2507	CIAU01000004|c2|265306-279024|+|ERS012311_02056|polyketide_synthase|CPF03384|797-1221|KS1|KS1	CIAU01000004	KS1	c2	Clade_8
2508	CIAU01000004|c2|279014-296860|+|ERS012311_02057|putative_polyketide_synthase_PksL|CPF03409|2383-2812|KS2|KS5	CIAU01000004	KS5	c2	Clade_62
2509	CIAU01000004|c2|279014-296860|+|ERS012311_02057|putative_polyketide_synthase_PksL|CPF03409|3451-3872|KS3|KS6	CIAU01000004	KS6	c2	Clade_82
2510	CIAU01000004|c2|279014-296860|+|ERS012311_02057|putative_polyketide_synthase_PksL|CPF03409|5195-5585|KS4|KS7	CIAU01000004	KS7	c2	Clade_80
2511	CIAU01000004|c2|279014-296860|+|ERS012311_02057|putative_polyketide_synthase_PksL|CPF03409|888-1309|KS1|KS4	CIAU01000004	KS4	c2	Clade_82
2512	CIAU01000004|c2|296857-312000|+|ERS012311_02058|putative_polyketide_synthase_PksJ|CPF03437|1175-1600|KS1|KS8	CIAU01000004	KS8	c2	clade_not_conserved
2513	CIAU01000004|c2|296857-312000|+|ERS012311_02058|putative_polyketide_synthase_PksJ|CPF03437|2726-3164|KS2|KS9	CIAU01000004	KS9	c2	Clade_12
2514	CIAU01000004|c2|311984-316645|+|ERS012311_02059|polyketide_synthase|CPF03463|947-1375|KS1|KS10	CIAU01000004	KS10	c2	Clade_60
2515	CIAU01000022|c1|57296-65794|+|ERS012311_04821|multifunctional_polyketide-peptide_syntase|CPG24561|910-1354|KS1|KS1	CIAU01000022	KS1	c1	Clade_2
2516	CIAU01000022|c1|71303-83707|+|ERS012311_04827|polyketide_synthase|CPG24848|171-593|KS1|KS2	CIAU01000022	KS2	c1	clade_not_conserved
2517	CIAU01000022|c1|71303-83707|+|ERS012311_04827|polyketide_synthase|CPG24848|2186-2598|KS2|KS3	CIAU01000022	KS3	c1	Clade_47
2518	CIAV01000005|c1|35716-40377||ERS012370_02019|polyketide_synthase|CPG13185|947-1375|KS1|KS10	CIAV01000005	KS10	c1	Clade_60
2519	CIAV01000005|c1|40361-55531||ERS012370_02020|polyketide_synthase|CPG13224|1175-1600|KS1|KS8	CIAV01000005	KS8	c1	clade_not_conserved
2520	CIAV01000005|c1|40361-55531||ERS012370_02020|polyketide_synthase|CPG13224|2732-3170|KS2|KS9	CIAV01000005	KS9	c1	Clade_12
2521	CIAV01000005|c1|55528-73401||ERS012370_02021|putative_polyketide_synthase_PksL|CPG13265|2392-2821|KS2|KS5	CIAV01000005	KS5	c1	Clade_62
2522	CIAV01000005|c1|55528-73401||ERS012370_02021|putative_polyketide_synthase_PksL|CPG13265|3463-3884|KS3|KS6	CIAV01000005	KS6	c1	Clade_82
2523	CIAV01000005|c1|55528-73401||ERS012370_02021|putative_polyketide_synthase_PksL|CPG13265|5204-5594|KS4|KS7	CIAV01000005	KS7	c1	Clade_80
2524	CIAV01000005|c1|55528-73401||ERS012370_02021|putative_polyketide_synthase_PksL|CPG13265|897-1318|KS1|KS4	CIAV01000005	KS4	c1	Clade_82
2525	CIAV01000005|c1|73391-87091||ERS012370_02022|polyketide_synthase|CPG13342|3146-3575|KS2|KS2	CIAV01000005	KS2	c1	Clade_60
2526	CIAV01000005|c1|73391-87091||ERS012370_02022|polyketide_synthase|CPG13342|4024-4455|KS3|KS3	CIAV01000005	KS3	c1	Clade_54
2527	CIAV01000005|c1|73391-87091||ERS012370_02022|polyketide_synthase|CPG13342|797-1221|KS1|KS1	CIAV01000005	KS1	c1	Clade_8
2528	CIAV01000005|c1|95009-96253|+|ERS012370_02030|polyketide_beta-ketoacylacyl_carrier_protein_synthase|CPG13611|9-414|KS1|KS1b	CIAV01000005	KS1b	c1	Clade_89
2529	CIAV01000019|c1|45869-58273||ERS012370_04840|polyketide_synthase|CPH36349|171-593|KS1|KS2	CIAV01000019	KS2	c1	clade_not_conserved
2530	CIAV01000019|c1|45869-58273||ERS012370_04840|polyketide_synthase|CPH36349|2186-2598|KS2|KS3	CIAV01000019	KS3	c1	Clade_47
2531	CIAV01000019|c1|63800-72298||ERS012370_04846|multifunctional_polyketide-peptide_syntase|CPH36574|910-1354|KS1|KS1	CIAV01000019	KS1	c1	Clade_2
2532	CIAW01000001|c4|579071-580315||ERS012303_00474|polyketide_beta-ketoacylacyl_carrier_protein_synthase|CPE23851|9-414|KS1|KS1b	CIAW01000001	KS1b	c4	Clade_89
2533	CIAW01000001|c4|589649-603274|+|ERS012303_00483|polyketide_synthase%2C_type_I|CPE24181|3169-3598|KS2|KS2	CIAW01000001	KS2	c4	Clade_60
2534	CIAW01000001|c4|589649-603274|+|ERS012303_00483|polyketide_synthase%2C_type_I|CPE24181|3999-4430|KS3|KS3	CIAW01000001	KS3	c4	Clade_54
2535	CIAW01000001|c4|589649-603274|+|ERS012303_00483|polyketide_synthase%2C_type_I|CPE24181|797-1221|KS1|KS1	CIAW01000001	KS1	c4	Clade_8
2536	CIAW01000001|c4|603264-621083|+|ERS012303_00484|polyketide_synthase|CPE24220|2388-2817|KS2|KS5	CIAW01000001	KS5	c4	Clade_62
2537	CIAW01000001|c4|603264-621083|+|ERS012303_00484|polyketide_synthase|CPE24220|3452-3873|KS3|KS6	CIAW01000001	KS6	c4	Clade_82
2538	CIAW01000001|c4|603264-621083|+|ERS012303_00484|polyketide_synthase|CPE24220|5192-5582|KS4|KS7	CIAW01000001	KS7	c4	Clade_80
2539	CIAW01000001|c4|603264-621083|+|ERS012303_00484|polyketide_synthase|CPE24220|895-1316|KS1|KS4	CIAW01000001	KS4	c4	Clade_82
2540	CIAW01000001|c4|621080-636277|+|ERS012303_00485|polyketide_synthase|CPE24257|1175-1600|KS1|KS8	CIAW01000001	KS8	c4	clade_not_conserved
2541	CIAW01000001|c4|621080-636277|+|ERS012303_00485|polyketide_synthase|CPE24257|2765-3203|KS2|KS9	CIAW01000001	KS9	c4	Clade_12
2542	CIAW01000001|c4|636261-640913|+|ERS012303_00486|polyketide_synthase|CPE24302|944-1372|KS1|KS10	CIAW01000001	KS10	c4	Clade_60
2543	CIAW01000021|c1|47565-56063|+|ERS012303_04368|multifunctional_polyketide-peptide_syntase|CPF87255|910-1354|KS1|KS1	CIAW01000021	KS1	c1	Clade_2
2544	CIAW01000021|c1|61680-74096|+|ERS012303_04374|polyketide_synthase|CPF87554|171-593|KS1|KS2	CIAW01000021	KS2	c1	clade_not_conserved
2545	CIAW01000021|c1|61680-74096|+|ERS012303_04374|polyketide_synthase|CPF87554|2195-2607|KS2|KS3	CIAW01000021	KS3	c1	Clade_47
2546	CIAY01000001|c1|108869-126379||ERS013361_00077|putative_polyketide_synthase_PksL|CPE33793|2334-2763|KS2|KS5	CIAY01000001	KS5	c1	Clade_62
2547	CIAY01000001|c1|108869-126379||ERS013361_00077|putative_polyketide_synthase_PksL|CPE33793|3355-3776|KS3|KS6	CIAY01000001	KS6	c1	Clade_82
2548	CIAY01000001|c1|108869-126379||ERS013361_00077|putative_polyketide_synthase_PksL|CPE33793|5086-5476|KS4|KS7	CIAY01000001	KS7	c1	Clade_80
2549	CIAY01000001|c1|108869-126379||ERS013361_00077|putative_polyketide_synthase_PksL|CPE33793|843-1264|KS1|KS4	CIAY01000001	KS4	c1	Clade_82
2550	CIAY01000001|c1|126369-140165||ERS013361_00078|polyketide_synthase%2C_type_I|CPE33847|3178-3607|KS2|KS2	CIAY01000001	KS2	c1	Clade_60
2551	CIAY01000001|c1|126369-140165||ERS013361_00078|polyketide_synthase%2C_type_I|CPE33847|4056-4487|KS3|KS3	CIAY01000001	KS3	c1	Clade_54
2552	CIAY01000001|c1|126369-140165||ERS013361_00078|polyketide_synthase%2C_type_I|CPE33847|797-1221|KS1|KS1	CIAY01000001	KS1	c1	Clade_8
2553	CIAY01000001|c1|148055-149299|+|ERS013361_00086|polyketide_beta-ketoacylacyl_carrier_protein_synthase|CPE34164|9-414|KS1|KS1b	CIAY01000001	KS1b	c1	Clade_89
2554	CIAY01000001|c1|89009-93679||ERS013361_00075|polyketide_synthase|CPE33688|950-1378|KS1|KS10	CIAY01000001	KS10	c1	Clade_60
